date,theme,event_type,confidence,mention_number,total_theme_mentions,source,summary,tickers_named,resolved_basket,basket_source,basket_direction,basket_asterisk,ret_1m,ret_1q,ret_1y,ret_2y,smh_1m,smh_1q,smh_1y,smh_2y,excess_1m,excess_1q,excess_1y,excess_2y
2026-05-12,Orbital / space-based compute,THESIS_REVERSAL,moderate,6,8,Sohn NY 2026 — Tech investing fireside,"Terrestrial data center power, cooling, and industrial infrastructure names face structural short risk as orbital compute approaches",,"RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,True,18.67,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,8.59,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,10.08,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-05-12,TSMC capacity discipline,FIRST_HC_NOT_FIRST_MENTION,high_conviction,2,3,Sohn NY 2026 — Tech investing fireside,TSMC's deliberate capacity restraint will prevent an AI bubble and sustain a prolonged upcycle in leading-edge wafer supply,"NVDA, TSM","NVDA, AVGO, MU",OBVIOUS_UNIVERSE,LONG,False,4.92,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,8.59,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-3.67,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-05-12,TSMC capacity discipline,HC_HIGH_PROFILE_VENUE,high_conviction,2,3,Sohn NY 2026 — Tech investing fireside,TSMC's deliberate capacity restraint will prevent an AI bubble and sustain a prolonged upcycle in leading-edge wafer supply,"NVDA, TSM","NVDA, AVGO, MU",OBVIOUS_UNIVERSE,LONG,False,4.92,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,8.59,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-3.67,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-05-12,Trainium / Amazon custom silicon,HC_HIGH_PROFILE_VENUE,high_conviction,2,3,HedgeFundAlpha (writeup) — Baker & Khaira fireside writeup,Amazon's Trainium chips are the most underestimated AI play in the market,AMZN,AMZN,BAKER_NAMED,LONG,False,-9.15,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,8.59,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-17.73,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-05-12,Usage-based AI pricing shift,FIRST_MENTION_AND_HC,high_conviction,1,2,Sohn NY 2026 — Tech investing fireside,"AI frontier model pricing is shifting from flat-rate subscriptions to usage-based with overage, which is wildly bullish for AI revenue and token pricing",,,NO_BASKET,LONG,False,NO_BASKET,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,8.59,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,NO_BASKET,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-05-12,Usage-based AI pricing shift,HC_HIGH_PROFILE_VENUE,high_conviction,1,2,Sohn NY 2026 — Tech investing fireside,"AI frontier model pricing is shifting from flat-rate subscriptions to usage-based with overage, which is wildly bullish for AI revenue and token pricing",,,NO_BASKET,LONG,False,NO_BASKET,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,8.59,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,NO_BASKET,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-05-20,AI destroying application layer value,FIRST_MENTION_AND_HC,high_conviction,1,1,Invest Like the Best (YouTube) — Watts and wafers,"AI has net destroyed trillions of dollars of value at the application layer, and value creation is concentrated in companies with the highest ratio of utilized GPUs per human",,SMH,OBVIOUS_UNIVERSE,LONG,False,18.46,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,18.46,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-05-20,ALAB / copper vs fiber,FIRST_MENTION_AND_HC,high_conviction,1,1,Invest Like the Best (YouTube) — Watts and wafers,"Astera Labs is a high-conviction long that has been miscategorized as a 'copper loser' in market baskets, when it is structurally a beneficiary of both copper and optical connectivity",ALAB,ALAB,BAKER_NAMED,LONG,False,52.94,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,18.46,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,34.47,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-05-20,ALAB / copper vs fiber,FIRST_MENTION_WITH_TICKERS,high_conviction,1,1,Invest Like the Best (YouTube) — Watts and wafers,"Astera Labs is a high-conviction long that has been miscategorized as a 'copper loser' in market baskets, when it is structurally a beneficiary of both copper and optical connectivity",ALAB,ALAB,BAKER_NAMED,LONG,False,52.94,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,18.46,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,34.47,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-05-20,ALAB / copper vs fiber,FIRST_SMID_TICKER,high_conviction,1,1,Invest Like the Best (YouTube) — Watts and wafers,"Astera Labs is a high-conviction long that has been miscategorized as a 'copper loser' in market baskets, when it is structurally a beneficiary of both copper and optical connectivity",ALAB,ALAB,BAKER_NAMED,LONG,False,52.94,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,18.46,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,34.47,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-05-20,Anthropic valuation / efficiency,FIRST_SMID_TICKER,high_conviction,4,4,Invest Like the Best (YouTube) — Watts and wafers,"Anthropic's ARR growth is the most extraordinary revenue ramp in the history of capitalism, adding the combined ARR of Palantir, Snowflake, and Databricks in one month","PLTR, SNOW",,NO_BASKET,LONG,False,NO_BASKET,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,18.46,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,NO_BASKET,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-05-20,Google TPU competitive position,THESIS_REVERSAL,high_conviction,4,4,Invest Like the Best (YouTube) — Watts and wafers,"Google has lost its per-cost-token leadership due to conservative TPU v8 design decisions, shifting the Pareto frontier to Anthropic, OpenAI, and xAI","GOOGL, AVGO, NVDA, AMD",GOOGL,BAKER_NAMED,LONG,False,-10.03,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,18.46,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-28.5,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-05-20,Optical networking / interconnect,FIRST_SMID_TICKER,high_conviction,8,8,Invest Like the Best (YouTube) — Watts and wafers,"Astera Labs is a high-conviction long that has been miscategorized as a 'copper loser' in market baskets, when it is structurally a beneficiary of both copper and optical connectivity",ALAB,"CIEN, COHR, LITE",BAKER_NAMED,LONG,False,1.55,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,18.46,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-16.92,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-05-20,Orbital / space-based compute,THESIS_REVERSAL,moderate,7,8,Invest Like the Best (YouTube) — Watts and wafers,Companies in the power production and cooling ecosystem that are massively ramping capacity face risk from orbital compute becoming real just as that capacity hits,,"RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,True,-22.54,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,18.46,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-41.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-05-20,TSMC capacity discipline,THIRD_MENTION_WITHIN_1YR,high_conviction,3,3,Invest Like the Best (YouTube) — Watts and wafers,TSMC's capacity discipline is the single most important variable in preventing an AI infrastructure bubble,"TSM, INTC, NVDA","NVDA, AVGO, MU",OBVIOUS_UNIVERSE,LONG,False,17.66,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,18.46,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-0.8,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-05-20,Trainium / Amazon custom silicon,THIRD_MENTION_WITHIN_1YR,moderate,3,3,Invest Like the Best (YouTube) — Watts and wafers,"Amazon is in a strong position due to Trainium, real P&L efficiencies from robotics in retail over the next 18 months, and underappreciated Nova models",AMZN,AMZN,BAKER_NAMED,LONG,False,-12.16,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,18.46,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-30.62,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-06-11,Bottleneck trade ending,FIRST_MENTION_WITH_TICKERS,high_conviction,2,2,"BG2 Pod — SpaceX IPO, AI capex, Cursor",The 'finding the next bottleneck' trade in semiconductors is over; many bottleneck stocks have gone 'straight up a cliff' and need to rest or correct,"NVDA, AVGO",SMH,OBVIOUS_UNIVERSE,SHORT,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-06-11,Open source AI bullish for hardware,FIRST_MENTION_AND_HC,high_conviction,1,1,"BG2 Pod — SpaceX IPO, AI capex, Cursor","Open-source AI success is bullish for compute/hardware providers, not bearish for the AI ecosystem",,NVDA,OBVIOUS_UNIVERSE,LONG,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-06-11,SpaceX ecosystem / Starship economics,THESIS_REVERSAL,moderate,9,9,"BG2 Pod — SpaceX IPO, AI capex, Cursor",SpaceX IPO post-listing drawdown risk is real but the lock-up and employee liquidity history mitigate selling pressure,,"RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,True,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
