date,theme,mention_number,summary,summary_extended,tickers_direct,confidence,final_basket,final_source,final_direction,final_action,final_note,old_basket,old_source,old_direction,new_basket,new_source,new_direction,new_reasoning,assessment,assessment_note,changed,override_exists
7/1/24,Scaling laws intact,3,Scaling laws remain the dominant driver of AI quality improvement; compute is the key variable,"Baker argues that scaling laws — what he calls the 'iron law of AI' — remain the dominant driver of AI quality improvement, with AI model quality doubling for every 10x increase in compute and data used during training. He further notes a recent discovery that training longer on the same data and compute budget also yields significant quality advances, reinforcing the centrality of compute access. The investment implication is that companies with the greatest access to compute have the strongest competitive moat in foundation model development, making compute supply the primary bottleneck and differentiator. Baker has held this view since at least early 2021, framing it as the foundational structural principle underlying all AI investment decisions. This thesis favors hyperscalers and cloud providers with massive capital budgets for AI infrastructure, as well as the dominant GPU supplier enabling that compute scaling.","NVDA, GOOGL, META, MSFT",high_conviction,NO_BASKET,,,NO_BASKET,"Theme is macro commentary, never a specific trade",SMH,OBVIOUS_UNIVERSE,LONG,"NVDA, GOOGL, META, MSFT",OBVIOUS_UNIVERSE,LONG,"Baker's thesis that compute is the key moat and bottleneck clearly favors the dominant GPU supplier (NVDA) and hyperscalers with massive compute capex (GOOGL, META, MSFT), which he explicitly identifies as the beneficiaries.",RESOLVED_NO_BASKET,Compute as key variable. Sector-level.,YES,NO
8/27/24,Scaling laws intact,4,Scaling laws will continue until disproven by a new GPU generation that fails to produce commensurate model quality improvements,"Baker argues that scaling laws — the empirical relationship between compute investment and model quality improvement — will continue to hold until definitively disproven by a specific experiment: deploying a new GPU generation with the traditional 3-5x per-chip performance improvement combined with better networking that enables 3-5x more GPUs per cluster (yielding roughly 10x total compute), and then observing no meaningful improvement in model quality. He contends this experiment has not yet been run, meaning there is currently no empirical basis to conclude scaling laws are breaking down. Because hyperscaler founders genuinely believe they are in a race to create AGI/ASI, they will continue spending on AI infrastructure without traditional ROI constraints until this disconfirming evidence emerges. The investment implication is that AI capex spending remains structurally unconstrained in the medium term, directly benefiting the dominant GPU supplier. Baker frames this as the foundational lens through which he evaluates the entire AI infrastructure capex cycle.",NVDA,high_conviction,NO_BASKET,,,NO_BASKET,"Theme is macro commentary, never a specific trade",SMH,OBVIOUS_UNIVERSE,LONG,NVDA,OBVIOUS_UNIVERSE,LONG,"Baker's thesis that AI capex spending remains structurally unconstrained directly benefits 'the dominant GPU supplier,' which clearly refers to NVIDIA.",RESOLVED_NO_BASKET,"Will continue until disproven. A prediction about physics, not a trade.",YES,NO
10/22/25,SpaceX ecosystem / Starship economics,4,"SpaceX is the highest risk-adjusted return (Sharpe ratio) asset available in any market, public or private","Baker argues that SpaceX represents the single highest risk-adjusted return (Sharpe ratio) investment available across all public and private markets, making it his highest-conviction idea. His reasoning rests on three pillars: Starlink alone addresses a $1 trillion-plus global telecom market with a product he views as structurally superior to all terrestrial alternatives; SpaceX is the most critical Western defense asset, which he ranks above even Anduril in strategic importance; and the company exhibits 'pro-entropic' characteristics, meaning it becomes more valuable as global disorder increases. Baker also cites long-term optionality by comparing SpaceX's potential trajectory to the British East India Company, implying it could become a dominant commercial and geopolitical force across the solar system. The investment implication is a strong long conviction in SpaceX as a private market holding, with no directly traded public equity proxy he identifies.",,high_conviction,NO_BASKET,,,NO_BASKET,"Private/macro, agree with model","RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,,NO_BASKET,,"SpaceX is a private company with no public equity proxy identified, so the thesis cannot be acted on via public stocks.",AGREE,"Private companies, pure macro, or no actionable tickers",YES,NO
11/30/21,SpaceX ecosystem / Starship economics,2,SpaceX / Starlink is the only investable space company — dramatically lower launch costs will reshape the world,"Baker argues that SpaceX is so dominant in rocket technology that it represents the only credible investable space company, with no meaningful second option — a view he states explicitly as 'there is SpaceX and then there's really no one else.' His reasoning centers on SpaceX's dramatic reduction in launch costs, which he sees as the foundational enabler for a cascade of downstream applications: Starlink's low-earth-orbit satellite broadband bringing high-quality internet to billions of underserved people globally, and longer-term applications like point-to-point hypersonic cargo and passenger travel (e.g., New York to Shanghai in approximately 30 minutes). Baker frames the space sector as a 100-150 year civilizational journey toward a multi-planetary species, with profound economic implications including asteroid mining and resource extraction. The critical investment constraint he acknowledges is that SpaceX and Starlink are both private companies, meaning there is no direct public equity expression of this thesis available to most investors.","SpaceX, Starlink",high_conviction,NO_BASKET,,,NO_BASKET,"Private/macro, agree with model","RKLB, SPCE, RDW",RETAIL_PROXY,LONG,,NO_BASKET,,"The thesis centers on SpaceX and Starlink, both private companies with no public equity expression, and the speaker explicitly acknowledges this constraint.",AGREE,"Private companies, pure macro, or no actionable tickers",YES,NO
5/22/26,SpaceX ecosystem / Starship economics,7,"SpaceX's Elon Web Services (EWS) data center business can grow dramatically faster than previously contemplated, with the Anthropic $15B/year contract as proof of concept","Baker argues that SpaceX's Elon Web Services (EWS) data center business has a dramatically larger growth trajectory than previously understood, with Anthropic's $15B/year compute contract ($1.25B/month for Colossus 1 and parts of Colossus 2) serving as the proof-of-concept anchor tenant that de-risks rapid capacity expansion. He highlights SpaceX's extraordinary construction velocity — compressing build times from 122 days to 91 days to 66 days per data center — and lower costs relative to hyperscalers, arguing these operational advantages make SpaceX the fastest GPU deployment platform in the industry. Baker notes that Jensen Huang allocates GPUs to whoever can plug them in fastest, meaning SpaceX's construction speed creates a self-reinforcing advantage in securing Nvidia GPU supply. The investment implication is that SpaceX (private) is the primary beneficiary, and the thesis does not cleanly translate to any publicly listed equity; NVDA is a loose downstream beneficiary only insofar as faster SpaceX buildout accelerates GPU consumption, but this is not a thesis specifically about Nvidia. Baker frames this as a medium-term structural re-rating of EWS's addressable market, not a near-term trade on any listed stock.",,high_conviction,NO_BASKET,,,NO_BASKET,"Private/macro, agree with model","RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,,NO_BASKET,,"The thesis is primarily about SpaceX (private company) and EWS; NVDA is explicitly called only a loose downstream beneficiary, not a direct investment recommendation.",AGREE,"Private companies, pure macro, or no actionable tickers",YES,NO
5/28/26,SpaceX ecosystem / Starship economics,8,"Orbital/space compute is an emerging frontier for AI infrastructure, with SpaceX as the critical enabler","Baker argues that orbital and space-based compute represents an emerging frontier for AI infrastructure, driven by terrestrial constraints on energy availability and land use that are increasingly limiting data center buildout. He contends that SpaceX's Starship rocket is the essential enabler for this vision, as only Starship's payload economics make it feasible to deliver server racks and energy infrastructure to orbit at scale — without it, the entire concept is non-viable. Baker frames this as an early-stage, speculative but strategically important thesis, representing a forward-looking shift in his thinking about where AI compute infrastructure ultimately goes. Because SpaceX is private and no pure-play public orbital compute company exists, Baker himself acknowledges limited actionability in public markets, which the hosts note is reflected in his actual 13F holdings. No specific numbers or timeframes were cited, but the implication is that this is a multi-year, long-duration structural theme to monitor rather than act on immediately.",,speculative,NO_BASKET,,,NO_BASKET,"Private/macro, agree with model","RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,,NO_BASKET,,"The thesis centers on SpaceX, a private company, and the speaker himself acknowledges limited actionability in public markets with no pure-play public orbital compute company existing.",AGREE,"Private companies, pure macro, or no actionable tickers",YES,NO
6/11/26,SpaceX ecosystem / Starship economics,10,SpaceX is a must-own for institutional investors as the best single bet on both the AI and space future,"Baker argues that SpaceX is a must-own, 'set it and forget it' holding for institutional investors, representing the single best bet on both the AI and space future simultaneously. He frames SpaceX as uniquely diversified across four high-conviction verticals: launch services, Starlink satellite internet, terrestrial AI compute infrastructure, and frontier model development — a combination no other company or entrepreneur can match. Baker's conviction is reinforced by his existing large shareholder position, and he uses unhedged superlative language ('must buy, must own') to convey that this is a core long-term holding rather than a tactical trade. The investment implication is straightforward: institutional investors without SpaceX exposure are underweight the most important private company in the world, and the anticipated IPO would be a generational buying opportunity. No specific price targets or timeframes were cited, but the thesis is explicitly long-term and structural.",SPCE-IPO,high_conviction,NO_BASKET,,,NO_BASKET,"Private/macro, agree with model","RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,,NO_BASKET,,"SpaceX is a private company with no public stock to trade, and the bullish thesis is entirely centered on this private entity.",AGREE,"Private companies, pure macro, or no actionable tickers",YES,NO
6/12/26,SpaceX ecosystem / Starship economics,11,SpaceX's rapid entry into cloud computing positions it as a major hyperscaler within weeks of launch,"Baker argues that SpaceX, within approximately one month of entering the cloud computing market, has by some measures become the fourth largest cloud provider globally, surpassing Oracle — a feat he presents as evidence of extraordinary commercial velocity. He frames this rapid ascent as a foundational premise for his SpaceX bull case, suggesting that if the company can achieve this scale in a single month, the trajectory over a full year could be genuinely transformative for the cloud and AI infrastructure landscape. Baker is a large shareholder and participated in the IPO, giving him direct financial exposure and high conviction in this view. The investment implication is a strong buy on SpaceX at IPO, with the cloud growth story serving as a key differentiator from traditional hyperscalers. No specific revenue figures or market share percentages were cited beyond the ordinal ranking claim.","SPCE, ORCL",high_conviction,NO_BASKET,,,NO_BASKET,"Private/macro, agree with model",SPCX,OBVIOUS_UNIVERSE,LONG,,NO_BASKET,,"SpaceX is a private company with no public ticker; the bull case is entirely about a private entity, so there is no actionable public stock trade.",AGREE,"Private companies, pure macro, or no actionable tickers",YES,NO
6/15/26,SpaceX ecosystem / Starship economics,12,"SpaceX near-term value is driven by terrestrial compute gigawatt ramp and Grok/cursor adoption, not long-duration space optionality","Baker argues that the near-term investment thesis for SpaceX is not about Mars colonization or asteroid mining, but rather two concrete near-term drivers: (1) the speed at which SpaceX can bring terrestrial compute gigawatts online, which Baker values at approximately $50B per gigawatt based on the Google deal — roughly half the 2-3x neocloud pricing premium cited by Altimeter — and (2) the adoption of Grok/Cursor, which Baker expects to reach half of the Fortune 500. He explicitly frames these two variables as what will matter most for SpaceX's valuation over the next year, making the long-duration space optionality (Mars, asteroid mining) a secondary consideration for investors. The investment implication is that SpaceX's near-term value creation is fundamentally a datacenter and AI software story, not a space story, and investors should track gigawatt ramp pace and enterprise AI adoption as the key leading indicators. SpaceX remains private, so there is no direct public equity play, but the thesis has implications for how neocloud and AI infrastructure peers are priced relative to SpaceX's emerging compute business.",,high_conviction,NO_BASKET,,,NO_BASKET,"Private/macro, agree with model",SPCX,OBVIOUS_UNIVERSE,LONG,,NO_BASKET,,"The thesis is centered on SpaceX, a private company with no public stock, and while neoclouds are mentioned as comparables, the specific beneficiaries are too ambiguous to pin down.",AGREE,"Private companies, pure macro, or no actionable tickers",YES,NO
6/27/26,SpaceX ecosystem / Starship economics,13,Orbital/space-based compute will become cost-competitive with terrestrial data centers within 3-4 years as Starship becomes reusable,"Baker constructs a first-principles cost model arguing that orbital compute will become cheaper than terrestrial data centers within 3-4 years once Starship achieves full reusability. He estimates a 1-gigawatt terrestrial data center costs approximately $35B in semiconductors plus $25B in power and cooling infrastructure, totaling roughly $60B, and projects this figure will continue inflating. By contrast, he calculates that a reusable Starship could deliver equivalent orbital compute capacity for approximately $5B in launch costs, bringing total orbital compute cost to roughly $40B — a meaningful discount to terrestrial alternatives. The investment implication is that SpaceX (private) is the primary vehicle for this thesis, but Baker does not name any publicly traded equity as a direct beneficiary; TSLA's implied connection via Megapod or Powerwall is speculative and not explicitly argued in this thesis. Investors in public markets have no clean direct-exposure vehicle identified by Baker, making this thesis primarily informational about a structural shift rather than an actionable public-equity trade.",,moderate,NO_BASKET,,,NO_BASKET,"Private/macro, agree with model",SPCX,OBVIOUS_UNIVERSE,LONG,,NO_BASKET,,"The thesis centers on SpaceX, a private company, with no clean public-equity exposure identified by the speaker.",AGREE,"Private companies, pure macro, or no actionable tickers",YES,NO
6/7/26,SpaceX ecosystem / Starship economics,9,"Venture firms without material exposure to trillion-dollar-plus private companies (SpaceX, Anthropic, OpenAI) face serious franchise risk and are engaging in undisciplined 'call option' behavior to compensate.","Baker argues that the VC industry is experiencing a structural bifurcation driven by the extreme concentration of value creation in a handful of mega-private companies — specifically SpaceX, Anthropic, and OpenAI — each valued at or above the trillion-dollar threshold. Firms that secured meaningful exposure to these winners are maintaining investment discipline and generating strong DPI, while those without exposure are watching their returns deteriorate from top-quintile to mediocre, creating existential franchise risk. In response to this franchise risk, the have-nots are engaging in undisciplined 'call option' behavior — making speculative bets on long-shot companies like 'Neolabs' in hopes of a lottery-ticket outcome that restores their standing. Baker presents this as a direct observation from current market behavior, not a prediction, suggesting the bifurcation is already underway. The investment implication is that the private VC landscape is increasingly winner-take-most, and LPs should scrutinize whether their VC managers have genuine exposure to the mega-privates or are compensating with low-quality speculation.","SpaceX, Anthropic, OpenAI",high_conviction,NO_BASKET,,,NO_BASKET,"Private/macro, agree with model","RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,,NO_BASKET,,"The thesis is about private VC industry dynamics and private companies (SpaceX, Anthropic, OpenAI) with no public stocks to trade.",AGREE,"Private companies, pure macro, or no actionable tickers",YES,NO
11/30/21,DRAM / HBM memory bottleneck,2,AI-driven scaling laws will dramatically increase semiconductor intensity of the global economy,"Baker argues that AI scaling laws will structurally increase the semiconductor intensity of the global economy, meaning semiconductors will represent a growing share of total economic activity and capital expenditure. His reasoning is grounded in the technical requirements of training large AI models, which demand three core inputs: compute, memory, and high-bandwidth networking/interconnect to move data between compute and memory — all of which are semiconductor-driven. As AI models continue to scale in size and complexity, Baker sees this as a durable, multi-year structural tailwind for the entire semiconductor ecosystem rather than a cyclical upturn. The investment implication is broad exposure to semiconductors across compute, memory, and networking subsectors, though Baker does not name specific companies in this segment of the thesis. He frames this as a direct logical consequence of his core AI scaling law conviction, summarized in his phrase that 'the semiconductor intensity of the world is going to go up a lot.'",,high_conviction,MU,OBVIOUS_UNIVERSE,LONG,KEEP (continuation),"Established trade, continuation mention",MU,OBVIOUS_UNIVERSE,LONG,,NO_BASKET,,"Bullish on the entire semiconductor sector broadly across compute, memory, and networking — too broad and ambiguous to resolve to a specific actionable basket of tickers.",DISAGREE,He pitched MU at Sohn. This is a named trade.,YES,NO
12/9/25,DRAM / HBM memory bottleneck,9,"Anthropic is burning dramatically less cash than OpenAI while growing faster, benefiting from Google/Amazon TPU and Trainium access","Baker argues that Anthropic is demonstrating superior capital efficiency relative to OpenAI, burning dramatically less cash while growing faster, which he attributes in large part to its privileged access to Google TPUs and Amazon Trainium chips — compute infrastructure that carries lower cost than Nvidia GPUs. He notes that Anthropic's cloud partnerships with Google and Amazon effectively give it the same low-cost compute advantages that Google enjoys internally, structurally advantaging it versus OpenAI which relies more heavily on expensive Nvidia hardware. Baker views Anthropic's recent $5B deal with Nvidia as strategically significant, interpreting it as a signal that CEO Dario Amodei believes Blackwell and future Rubin GPUs will be superior to TPUs and that Anthropic is hedging its compute stack accordingly. The investment implication is not a direct public equity play on Anthropic itself (private), but Baker's framing implicitly credits Google and Amazon as infrastructure beneficiaries whose TPU and Trainium platforms are enabling a credible, capital-efficient challenger to OpenAI.","GOOGL, AMZN, NVDA",moderate,MU,OBVIOUS_UNIVERSE,LONG,KEEP (continuation),"Established trade, continuation mention",MU,OBVIOUS_UNIVERSE,LONG,,NO_BASKET,,"The primary thesis is about Anthropic, a private company; the public company mentions (GOOGL, AMZN, NVDA) are incidental infrastructure context rather than actionable bullish/bearish calls.",DISAGREE,He pitched MU at Sohn. This is a named trade.,YES,NO
5/12/26,DRAM / HBM memory bottleneck,10,Memory cycle dynamics represent the most important investment judgment call Baker has faced in his career,"Baker explicitly described the memory cycle thesis as the most important investment judgment call of his entire 25+ year career as a technology investor, signaling extraordinarily high conviction that a major inflection point in DRAM and HBM supply-demand dynamics is imminent or underway. While the public writeup does not disclose his directional view (bullish or bearish), the framing implies he sees a structural shift — likely related to the intersection of AI datacenter HBM demand and traditional DRAM cycle dynamics — that is not yet fully priced into markets. The investment implication is that memory-exposed equities, particularly those with significant HBM or DRAM exposure, represent a high-stakes positioning opportunity. Baker's career context as a long-tenured technology investor makes this framing unusually significant, as such superlatives are rarely deployed and suggest he believes consensus is materially wrong on the direction or magnitude of the memory cycle turn.","MU, HXSCL",high_conviction,MU,OBVIOUS_UNIVERSE,LONG,KEEP (continuation),"Established trade, continuation mention",MU,OBVIOUS_UNIVERSE,LONG,,NO_BASKET,,"The summary explicitly states his directional view (bullish or bearish) is not disclosed, making the thesis not actionable despite high conviction on memory cycle dynamics.",DISAGREE,He pitched MU at Sohn. This is a named trade.,YES,NO
5/22/26,DRAM / HBM memory bottleneck,12,"SpaceX's Elon Web Services (EWS) data center business can grow dramatically faster than previously contemplated, with the Anthropic $15B/year contract as proof of concept","Baker argues that SpaceX's Elon Web Services (EWS) data center business has a dramatically larger growth trajectory than previously understood, with Anthropic's $15B/year compute contract ($1.25B/month for Colossus 1 and parts of Colossus 2) serving as the proof-of-concept anchor tenant that de-risks rapid capacity expansion. He highlights SpaceX's extraordinary construction velocity — compressing build times from 122 days to 91 days to 66 days per data center — and lower costs relative to hyperscalers, arguing these operational advantages make SpaceX the fastest GPU deployment platform in the industry. Baker notes that Jensen Huang allocates GPUs to whoever can plug them in fastest, meaning SpaceX's construction speed creates a self-reinforcing advantage in securing Nvidia GPU supply. The investment implication is that SpaceX (private) is the primary beneficiary, and the thesis does not cleanly translate to any publicly listed equity; NVDA is a loose downstream beneficiary only insofar as faster SpaceX buildout accelerates GPU consumption, but this is not a thesis specifically about Nvidia. Baker frames this as a medium-term structural re-rating of EWS's addressable market, not a near-term trade on any listed stock.",,high_conviction,MU,OBVIOUS_UNIVERSE,LONG,KEEP (continuation),"Established trade, continuation mention",MU,OBVIOUS_UNIVERSE,LONG,,NO_BASKET,,"The thesis is primarily about SpaceX (private company) and EWS; NVDA is explicitly described as only a loose downstream beneficiary, not a direct investment thesis.",DISAGREE,He pitched MU at Sohn. This is a named trade.,YES,NO
6/19/23,DRAM / HBM memory bottleneck,3,"AI will enable recursive self-improvement (hard takeoff), with GPT-5 and beyond potentially improving themselves, dramatically accelerating capability gains beyond current trajectory.","Baker argues that AI is approaching a potential 'hard takeoff' scenario in which AI systems begin to recursively self-improve, dramatically accelerating capability gains beyond the current trajectory. He cites the GPT-3 to GPT-4 progression as concrete evidence of the pace of improvement: GPT-3 (2020) was largely incapable of tasks that GPT-4 now performs, including passing the bar exam, medical licensing exams, top MBA exams, and scoring in the high 90s on college science olympiads. Baker contends that the next phase — recursive self-improvement — is the mechanism underlying the 5–20% extinction-level risk estimates cited by leading AI researchers, a range he takes seriously even if not as a certainty. The investment implication is not a specific buy or sell signal but rather a structural view that the AI capability curve may be far steeper than consensus assumes, with profound implications for any company at the frontier of AI development.",,moderate,MU,OBVIOUS_UNIVERSE,LONG,KEEP (continuation),"Established trade, continuation mention",MU,OBVIOUS_UNIVERSE,LONG,,NO_BASKET,,"The statement expresses a general structural view about AI capability acceleration and extinction risk, without pointing to specific companies or a narrow enough sector to constitute an actionable trade.",DISAGREE,He pitched MU at Sohn. This is a named trade.,YES,NO
6/7/26,DRAM / HBM memory bottleneck,14,"Zipline is a high-conviction private investment in autonomous drone delivery — a sector that had a false start but now works, with a path to dramatically lower delivery costs and massive consumption uplift.","Baker argues that Zipline represents a high-conviction private investment opportunity in autonomous drone delivery, a sector he believes has now proven itself after an earlier false start. The company spent seven years delivering medicines autonomously in Africa, accumulating irreplaceable real-world flight data and demonstrably cutting maternal mortality by 90-95% in some regions — evidence Baker cites as proof the technology genuinely works at scale. Zipline's key technical differentiator is a tether-drop delivery system that eliminates the need for landing, enabling urban and suburban deployment in the US market. Baker frames the economic model as 'Uber 2.0': reducing per-delivery costs from roughly $15 today to $5 and eventually ~$2, which he believes will trigger a massive consumption uplift analogous to how ride-sharing expanded transportation demand. As a private company, there is no directly tradeable US-listed equity, and Baker's investment is through Atreides' private holdings.",Zipline (private),high_conviction,MU,OBVIOUS_UNIVERSE,LONG,KEEP (continuation),"Established trade, continuation mention",MU,OBVIOUS_UNIVERSE,LONG,,NO_BASKET,,"Zipline is a private company with no publicly traded equity, so the bullish thesis cannot be acted on via public markets.",DISAGREE,He pitched MU at Sohn. This is a named trade.,YES,NO
2/23/24,Humanoid robotics / Tesla Optimus,1,"AI + humanoid robots will have an immense deflationary impact on blue-collar and manual labor, dwarfing the impact on white-collar work","Baker argues that the combination of large language models with functional humanoid robots will have a far greater deflationary impact on blue-collar and manual labor than AI's well-publicized effect on white-collar knowledge work. He contends that while most commentary has focused on AI displacing office workers and professionals, the physical automation of manual tasks represents a structurally larger labor market disruption given the sheer scale of blue-collar employment globally. Baker suggests that current inflation concerns may look absurd in hindsight once this deflationary tidal wave materializes, implying a long-term secular disinflationary macro backdrop. The thesis is forward-looking and structural rather than near-term, with no specific timeframe cited, but reflects high conviction that humanoid robotics will be a defining economic force. The investment implication is to watch companies developing humanoid robot platforms, though Baker does not name specific beneficiaries explicitly in this segment.",,moderate,TSLA,BAKER_NAMED,LONG,KEEP (continuation),"Established trade, continuation mention",TSLA,BAKER_NAMED,LONG,,NO_BASKET,,"This is a general macro/structural thesis about deflation from humanoid robots without naming specific companies, and the universe of potential beneficiaries is too broad and ambiguous to resolve into a actionable basket.",DISAGREE,He named TSLA and pitched it at iConnections,YES,NO
6/15/26,Meta AI transformation,3,Meta's EV/net PP&E multiple reflects extreme market skepticism about monetizing its asset base; outcome uncertain but Zuckerberg has proven ability to pivot,"Baker observes that Meta's EV/net PP&E multiple is sitting at a level that implies the market has 'immense skepticism' about the company's ability to monetize its massive GPU and data center asset base. He points to specific evidence supporting that skepticism: Meta AI has not broken through as a top consumer app, there is no clear killer feature emerging within Instagram, and the API/enterprise business model remains undefined. However, Baker tempers this bearish read by noting Zuckerberg's demonstrated willingness to execute sharp pivots — citing the aggressive 2022 layoff cycle as evidence — and flags Muse Spark as an unexpected positive surprise that suggests upside optionality exists. Baker stops short of a bullish call, framing Meta as a 'we'll see' situation where the valuation reflects deep skepticism but the outcome is genuinely uncertain. The investment implication is that Meta is not a high-conviction long, but the depressed multiple relative to its physical asset base creates optionality worth monitoring rather than dismissing outright.",META,moderate,META,BAKER_NAMED,LONG,KEEP (continuation),"Established trade, continuation mention",META,BAKER_NAMED,LONG,,NO_BASKET,,"Baker explicitly frames Meta as a 'we'll see' situation with no high-conviction directional call, stopping short of a bullish or bearish recommendation.",AGREE,He explicitly said not high-conviction,YES,NO
6/19/23,Nvidia GPU moat / CUDA ecosystem,2,"Nvidia has dominated data center GPU market for a decade, but may finally begin to lose some share — though the overall market is exploding so absolute revenues likely still grow.","Baker argues that Nvidia has dominated the data center GPU market for roughly a decade, with competitors consistently failing to gain traction — a graveyard he colorfully describes using the 'Water of Life' metaphor from Dune. He acknowledges that, for the first time, there are credible reasons to believe Nvidia may begin to lose some market share, citing the emergence of more serious alternative chip efforts. However, he contextualizes this view within a massively expanding total addressable market for AI compute, suggesting that even modest share loss would not necessarily translate into declining absolute revenues for Nvidia. The thesis is a moderate-conviction structural observation rather than a bearish call, and Baker stops short of naming specific share-takers or providing precise market share or revenue figures.",NVDA,moderate,NVDA,BAKER_NAMED,LONG,KEEP (continuation),"Established trade, continuation mention",NVDA,BAKER_NAMED,LONG,,NO_BASKET,,"The thesis is a moderate structural observation that Nvidia may lose some share but still grow in absolute terms, which is neither clearly bullish nor bearish, and no specific share-takers are identified.",DISAGREE,He holds massive NVDA calls. Bullish NVDA is a trade.,YES,NO
1/28/25,Optical networking / interconnect,6,Cheaper AI inference via DeepSeek-style efficiency will massively increase AI ROI and accelerate deployment phase,"Baker argues that the dramatic reduction in AI inference costs — exemplified by DeepSeek-style efficiency gains that cut the cost of equivalent reasoning tasks from roughly $500 to $100 — will trigger a Jevons Paradox dynamic where cheaper intelligence drives superlinear increases in demand. He contends this shift moves AI from a training and experimentation phase into a true deployment phase where real-world ROI is generated at scale, and that capex mix will rebalance away from training compute toward inference infrastructure. Baker frames this as the core structural reason the market recovered after the DeepSeek-driven selloff, arguing the selloff misread the news as negative when cheaper inference is actually a massive accelerant for AI adoption. The investment implication is that companies positioned to monetize AI at the application and deployment layer — rather than pure training infrastructure plays — stand to benefit most as ROI on AI spend becomes demonstrable and widespread.",,high_conviction,"CIEN, COHR, LITE",BAKER_NAMED,LONG,KEEP (continuation),"Established trade, continuation mention","CIEN, COHR, LITE",BAKER_NAMED,LONG,,NO_BASKET,,"While bullish on AI application and deployment layer companies over training infrastructure plays, the universe of beneficiaries is too broad and ambiguous to resolve to specific tickers.",DISAGREE,"He named CIEN, COHR, LITE as holdings. Named trade.",YES,NO
12/7/24,Optical networking / interconnect,5,"xAI's Colossus supercomputer (100,000+ coherent H100s) is the first real test of AI scaling laws since GPT-4 and Grok 3 should take the frontier model lead in Jan/Feb 2025 if scaling laws hold","Baker argues that xAI's Colossus supercomputer — featuring 100,000+ coherent Nvidia H100 GPUs in a single training cluster — represents the first meaningful test of AI scaling laws since GPT-4, as no one previously believed it was possible to make more than ~30,000 Hoppers coherent in a training run. Elon Musk solved this from first principles with a novel datacenter design, and the resulting Grok 3 model is the first new empirical data point on whether scaling laws are holding or breaking down. Baker states that if scaling laws hold, Grok 3 should take the frontier model lead in January or February 2025, with Jensen Huang reportedly calling the achievement 'superhuman.' Baker also notes a secondary implication: the Colossus build likely saved Nvidia during the Blackwell delay by triggering competitors to rush-purchase Hopper GPUs, providing a demand bridge. Baker's firm, Atreides Management, is a disclosed investor in X/xAI.",NVDA,high_conviction,"CIEN, COHR, LITE",BAKER_NAMED,LONG,KEEP (continuation),"Established trade, continuation mention","CIEN, COHR, LITE",BAKER_NAMED,LONG,,NO_BASKET,,"The core thesis is bullish on xAI/Grok 3, which is a private company; the NVDA mention is a secondary/incidental observation about past demand, not a forward-looking investment thesis on NVDA.",DISAGREE,"He named CIEN, COHR, LITE as holdings. Named trade.",YES,NO
2/24/26,Optical networking / interconnect,9,Anthropic is ~4x more capital efficient than OpenAI and growing fast with low cash burn,"Baker argues that Anthropic is roughly four times more capital efficient than OpenAI, growing rapidly while consuming relatively little cash, making it a structurally superior AI lab from an investment standpoint. He supports this claim by noting that Anthropic's models can complete comparable-quality tasks using approximately half the tokens of competitors such as Google, which translates directly into lower inference costs and higher margins at scale. This efficiency advantage compounds over time: as AI workloads grow, Anthropic's cost structure allows it to reinvest less capital to maintain competitive parity, widening the gap versus more capital-intensive rivals. The investment implication is primarily relevant to private market investors, as Anthropic is not publicly listed; there is no directly actionable US-listed equity play implied by this specific thesis. Baker presents this as a high-conviction factual observation rather than speculation, grounding it in a specific ratio and a concrete technical mechanism (token efficiency).",,high_conviction,"CIEN, COHR, LITE",BAKER_NAMED,LONG,KEEP (continuation),"Established trade, continuation mention","CIEN, COHR, LITE",BAKER_NAMED,LONG,,NO_BASKET,,"The thesis is about Anthropic, a private company with no public stock, and no actionable public equity play is implied.",DISAGREE,"He named CIEN, COHR, LITE as holdings. Named trade.",YES,NO
