date,theme,mention_number,old_basket,old_source,old_direction,new_basket,new_source,new_direction,new_reasoning,changed,override_exists
2026-02-24,xAI competitive position,10,,NO_BASKET,LONG,NO_BASKET,NONE,NONE,"xAI is a private company with no public ticker. Baker is commenting on xAI's cost-per-token advantage due to data center construction speed and GPU utilization, but does not name any public company as a beneficiary or as a competitor being harmed. This is structural commentary on a private company's competitive position, not a trade recommendation.",YES,NO
2026-03-02,Broad AI bullish / early innings,7,SMH,OBVIOUS_UNIVERSE,LONG,NO_BASKET,NONE,NONE,"This is a macro-structural observation comparing AI to the early internet, framing it as a multi-decade investment cycle. Baker explicitly does not cite specific companies, and the expanded summary confirms he treats this as 'a macro-structural framing rather than a stock-specific call.' No tickers are named or implied. This is market-level commentary about the duration and magnitude of the AI trend, not a trade recommendation.",YES,NO
2026-03-02,Crossover investing philosophy,3,,NO_BASKET,LONG,NO_BASKET,NONE,NONE,"This is a meta-commentary about investment philosophy and firm structure — Baker is arguing that crossover investing (holding both public and private equities) provides a structural analytical advantage in AI. He is not recommending any specific stocks to buy or sell. The companies mentioned (OpenAI, Anthropic, xAI, Google) are cited as examples to illustrate that competition in AI spans public and private markets, not as trade recommendations. The expanded summary itself confirms: 'The investment implication is structural and process-oriented rather than stock-specific.' The pipeline-tagged implied tickers GOOGL and META are not warranted — they were mentioned only as examples in a broader philosophical argument about investor positioning. No price targets, no directional thesis on any individual name.",YES,NO
2026-05-12,Coding as killer AI app,2,,NO_BASKET,LONG,NO_BASKET,NONE,NONE,"Baker makes a structural/philosophical argument that coding is the killer AI app and the shortest path to AGI. He mentions Anthropic's Claude Code and OpenAI's Codex as practical tools, but both are private companies with no direct public ticker. He does not name any public equities, does not frame this as a portfolio position, and the expanded summary explicitly states 'Baker does not frame it as a specific portfolio position tied to a named equity.' This is a technology trend observation, not a trade recommendation.",YES,NO
2026-05-12,DRAM / HBM memory bottleneck,10,MU,OBVIOUS_UNIVERSE,LONG,NO_BASKET,NONE,NONE,"While Baker uses extraordinarily strong language ('most important investment judgment call of his entire career') about the memory cycle, the expanded summary explicitly states that 'the public writeup does not disclose his directional view (bullish or bearish).' Without a disclosed direction, this is essentially a structural observation about the importance of the memory cycle as an investment theme, not a specific trade recommendation. Baker clearly has a strong view and likely a position, but the publicly available information does not tell us whether he is long or short memory names. The rules require that Baker is 'arguing that a specific stock or set of stocks should be bought or sold, or if the clear implication of his argument is that specific companies will benefit or suffer.' Here, the implication could go either way — he could be bullish on HBM demand or bearish on a cyclical DRAM downturn — so no actionable trade can be extracted.",YES,NO
2026-05-12,Orbital / space-based compute,3,"RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,NO_BASKET,NONE,NONE,"This is a passing mention of orbital/space-based compute as an emerging theme with no specific companies named, no directional conviction expressed, no tickers implied, and no actionable thesis. It is a speculative closing observation, not a trade recommendation.",YES,NO
2026-05-12,TSMC capacity discipline,2,"NVDA, AVGO, MU",OBVIOUS_UNIVERSE,LONG,TSM,BAKER_NAMED,LONG,"Baker explicitly identifies TSMC (TSM) as 'a core long' and the 'critical chokepoint' of the AI infrastructure upcycle. His thesis is that TSMC's deliberate capacity restraint prevents a bubble and prolongs the upcycle, making TSM the primary beneficiary. While NVDA is mentioned by name, it is referenced as context for the magnitude of suppressed demand rather than as a separate trade recommendation. The core directional call is LONG TSM as the sole supplier of leading-edge wafer capacity.",YES,NO
2026-05-12,Usage-based AI pricing shift,1,,NO_BASKET,LONG,NO_BASKET,NONE,NONE,"Baker is making a structural observation about AI frontier model pricing shifting from flat-rate to usage-based, which he calls 'wildly bullish' for AI revenue. However, the direct beneficiaries he names — OpenAI and Anthropic — are both private companies with no public tickers. While he mentions this is bullish for the 'entire AI compute and infrastructure stack,' he does not name any specific public companies or narrow the universe enough to resolve to specific tickers. 'AI infrastructure beneficiaries' without specifics is too broad to constitute an actionable trade recommendation. This is a market-level/structural observation about AI pricing trends, not a trade recommendation for public equities.",YES,NO
2026-05-20,AI destroying application layer value,1,SMH,OBVIOUS_UNIVERSE,LONG,NO_BASKET,NONE,NONE,"While Baker expresses high conviction about AI destroying value at the application layer, this is a structural observation about the industry rather than a specific trade recommendation. He does not name any public tickers to go long or short. The 'winners' he cites (Cursor, Cognition) are private companies. The 'losers' are described as 'legacy SaaS companies,' which is an enormous and unspecified universe — he doesn't narrow it to specific names. The thesis about 'highest ratio of utilized GPUs per human' is a framework for evaluating companies, not a directive to buy or sell specific stocks. Without named public tickers or a sufficiently narrow category to resolve, this remains commentary rather than an actionable trade recommendation.",YES,NO
2026-05-20,Anthropic valuation / efficiency,3,,NO_BASKET,LONG,NO_BASKET,NONE,NONE,"Baker's thesis centers on Anthropic, which is a private company with no public ticker. The mention of Palantir, Snowflake, and Databricks is used purely as a comparison benchmark to illustrate Anthropic's revenue ramp, not as explicit short recommendations. The 'existential disruption risk' framing appears to be the pipeline's inference rather than Baker's direct call. The core argument — that AI demand is real and accelerating, justifying staying long AI positions during a drawdown — is a market-level opinion about AI demand, not a specific trade recommendation with named public beneficiaries. No public tickers are named or clearly implied as actionable trades.",YES,NO
2026-05-20,DRAM / HBM memory bottleneck,11,MU,OBVIOUS_UNIVERSE,LONG,"LONG MU, NVDA / SHORT ASML, KLAC, LRCX, AMAT, GEV",BAKER_NAMED,PAIR_TRADE,"Baker makes a high-conviction cross-sectional valuation arbitrage argument with clear directional implications. He explicitly identifies DRAM (Micron as the US-listed pure play) as trading at mid-single-digit P/Es and argues this is unjustifiably cheap relative to semi-cap equipment trading at ~40x, noting the historical relationship has inverted. He names Micron (MU) specifically. He also identifies a second inconsistency between NVDA (cheap relative to its own history) and GEV (whose valuation implies implausible GPU market share loss for Nvidia), arguing both cannot be correct. The trade is: LONG the cheap side (MU, NVDA) and SHORT/underweight the expensive side (semi-cap equipment and GEV). Semi-cap equipment maps to the obvious public universe of ASML, KLAC, LRCX, AMAT. MU, NVDA, and GEV are directly named by Baker per the pipeline. This is a textbook pair trade / relative value thesis with named tickers and high conviction.",YES,NO
2026-05-20,Disaggregation prefill/decode,1,NVDA,OBVIOUS_UNIVERSE,LONG,NO_BASKET,NONE,NONE,"Baker's thesis here is a structural observation about how disaggregation of prefill/decode extends GPU useful lives and compresses private credit financing rates. CoreWeave (CRWV) is cited as a benchmark data point for current financing rates (low-7%), not as a buy recommendation. The primary beneficiaries he identifies are private credit GPU financing vehicles (not public equities) and a broad, unspecified category of 'cloud/hyperscale operators who lease GPU capacity.' He does not say 'buy CoreWeave' or 'buy NVDA' - he's making an industry-structural argument about asset life extension and financing cost compression. This is a market-level observation about the economics of AI infrastructure, analogous to 'capex will have positive ROI,' rather than a directional trade recommendation on specific public equities.",YES,NO
2026-05-20,Frontier model concentration,3,,NO_BASKET,LONG,NO_BASKET,NONE,NONE,"Baker argues that economic returns at the AI model layer are concentrated at the frontier, which is a structural observation about the industry. The only named beneficiaries — Anthropic, OpenAI, and xAI — are all private companies with no public tickers. The expanded summary itself explicitly acknowledges there are 'no directly actionable US-listed equity plays from this thesis alone.' While this is framed as a high-conviction view, it is commentary on private-market dynamics rather than a trade recommendation for public equities.",YES,NO
2026-05-20,Google TPU competitive position,4,GOOGL,BAKER_NAMED,LONG,GOOGL,BAKER_NAMED,SHORT,"Baker makes a high-conviction bearish argument specifically about Google (GOOGL), contending that conservative TPU v8 design decisions have caused Google to lose its per-cost-token leadership on the AI Pareto frontier. He frames this as a structural, self-inflicted competitive disadvantage that is negative for Google's AI monetization and cloud competitiveness. The beneficiaries (Anthropic, OpenAI, xAI) are all private and therefore not investable. Broadcom (AVGO) is mentioned as context for why Google made the conservative design choice (reducing dependence), but Baker is not making a directional call on AVGO itself. This is clearly a SHORT thesis on GOOGL — Baker named the company explicitly and articulated a specific negative investment implication. The pipeline's LONG direction tag appears to be an error given the bearish content.",YES,YES
2026-05-20,Inference economics / token factories,1,CRWV,BAKER_NAMED,LONG,NO_BASKET,NONE,NONE,"Both Anthropic and OpenAI are private companies with no publicly traded equity. Baker's thesis is about the relative capital efficiency and inference economics of two private frontier AI labs. While it is a high-conviction argument, there is no directly tradeable public stock that is the clear beneficiary or victim of this thesis. The expanded summary itself notes that 'no directly tradeable public equity is the clear subject of this thesis.' This is private-market commentary, not an actionable public equity trade recommendation.",YES,YES
2026-05-20,Microsoft AI position,2,,NO_BASKET,SHORT,NO_BASKET,NONE,NONE,"Baker's thesis on Microsoft is nuanced strategic commentary, not a clear trade recommendation. He says Satya is making 'the right but risky decision,' gives credit for 'strategic courage,' but flags execution risk on internal model training as underappreciated. The $800 counterfactual suggests the current path is value-destructive relative to the simpler infrastructure play, but Baker explicitly is 'not unambiguously bullish' rather than clearly bearish. He is presenting a risk observation with both positive and negative elements — right strategy, risky execution — without making a directional call. This is a risk warning/strategic analysis rather than a trade recommendation. Moderate confidence tag further supports this being commentary rather than a positioned trade.",YES,YES
2026-05-20,Optical networking / interconnect,10,"CIEN, COHR, LITE",BAKER_NAMED,LONG,ALAB,BAKER_NAMED,LONG,"Baker explicitly names Astera Labs (ALAB) as a high-conviction long position. He provides a specific, actionable thesis: ALAB has been systematically miscategorized in 'copper loser' baskets and shorted via leveraged baskets, creating artificial price depression. His structural argument is that Astera's core product is a switch that connects to accelerators via both copper and optical connectivity, making the 'copper loser' label fundamentally incorrect. He frames this as one of the largest opportunities he sees, with deep fundamental knowledge from a long relationship dating back to a Series C investment. This is unambiguously a named, directional trade recommendation.",YES,NO
2026-05-20,Orbital / space-based compute,4,"RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,NO_BASKET,NONE,NONE,"The core thesis has two parts: (1) 'capitalism will solve the power/watts shortage by 2027-2028' which is a market-level structural opinion, and (2) orbital compute as the longer-term solution, which centers on SpaceX — a private company with no public ticker. The investment implications for public power companies (GEV, Vistra, Constellation Energy) are described as broad sector-level beneficiaries of a structural trend ('power generation and grid infrastructure companies stand to benefit'), not as specific stock recommendations. GEV being named appears to be in the context of explaining HOW turbine manufacturing capacity ramps to solve the watts shortage, rather than as a directed buy recommendation. The thesis is fundamentally a structural observation about power constraints resolving over time plus commentary on a private company's orbital compute ambitions, not a specific actionable trade.",YES,NO
2026-05-20,Power / cooling equipment suppliers,1,"VRT, ETN, PWR",BAKER_NAMED,LONG,NO_BASKET,NONE,NONE,"The expanded summary explicitly states Baker 'stops short of naming specific companies, framing this as a structural risk warning rather than a specific sell recommendation.' He is described as not explicitly shorting these names and merely urging caution. This is a risk warning about a category, not a directional trade recommendation. The tickers tagged by the pipeline (GEV, ETN, VRT, PWR) were inferred by the pipeline, not named by Baker. Per the instructions, a risk warning or concern without a directional trade is not a trade recommendation.",YES,NO
2026-05-20,Power / watts as binding constraint,7,"VST, CEG",BAKER_NAMED,LONG,NO_BASKET,NONE,NONE,"Baker is making a structural observation about orbital compute as a future solution to terrestrial power/cooling constraints. The primary enabler he cites is SpaceX, which is private. NVDA is mentioned only descriptively (Blackwell rack as physical payload example), not as a trade recommendation. The expanded summary itself explicitly states 'no liquid US-listed equity is an unambiguous direct beneficiary based on the specifics he cited.' He also clarifies this is not bearish on ground-based infrastructure. This is a technology trend prediction, not an actionable trade recommendation for public equities.",YES,NO
2026-05-20,SpaceX ecosystem / Starship economics,6,"RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,"INTC, ASML, KLAC, LRCX, AMAT",BAKER_NAMED,LONG,"Baker explicitly names Intel as a partner in the TerraFab venture, and explicitly names ASML, KLA, Lam Research, and Applied Materials as long-term beneficiaries of the TerraFab buildout. His argument is structurally directional: semicap equipment vendors will prioritize TerraFab with their best engineering teams because they want to break TSMC's near-monopsony, making them embedded beneficiaries. Intel benefits as a named partner. The private entities (SpaceX, TerraFab itself) cannot be traded. While this is a longer-term thesis, Baker is clearly arguing these specific public companies should be bought on this catalyst, making it a trade recommendation rather than mere structural commentary. The high conviction rating reinforces that this is a real position-level idea.",YES,NO
2026-05-20,TSMC capacity discipline,3,"NVDA, AVGO, MU",OBVIOUS_UNIVERSE,LONG,NO_BASKET,NONE,NONE,"Baker is making a structural/analytical observation about TSMC's role in the AI infrastructure ecosystem, not a directional trade recommendation. His thesis is that TSMC's capacity decisions are the single best leading indicator to monitor for AI infrastructure bubble risk — this is a risk framework and analytical lens, not a call to buy or sell TSM, NVDA, or anything else. He describes a 'Goldilocks zone' for TSMC's strategic behavior and says investors should watch TSMC's capacity announcements as a signal. While he names TSM and NVDA, he is not arguing investors should go long or short either name. The thesis is 'watch this variable' rather than 'trade this stock.' This is market-level / structural commentary about how to assess bubble risk, which falls squarely into the non-trade category.",YES,NO
2026-05-20,Usage-based AI pricing shift,2,,NO_BASKET,LONG,NO_BASKET,NONE,NONE,"Baker's thesis centers on a usage-based pricing shift benefiting OpenAI and Anthropic, both of which are privately held companies with no public ticker. While the expanded summary notes possible read-through implications for public AI infrastructure companies, Baker does not name any public beneficiaries, and 'companies exposed to AI infrastructure demand' is far too broad a category to resolve to specific tickers. This falls under the rule excluding commentary on private companies with no public ticker.",YES,NO
2026-05-22,AI capex ROI positive,7,"AMZN, MSFT, GOOGL, META",OBVIOUS_UNIVERSE,LONG,NO_BASKET,NONE,NONE,"This thesis is a market-level opinion that 'AI capex will have positive ROI,' which the rules explicitly identify as not a trade recommendation. Baker is defending the aggregate ROI of hyperscaler GPU spending by citing inference revenue figures across mostly private companies (OpenAI, Anthropic, xAI, Cursor) and public companies used as evidence points (Meta's recommender systems, Google's Gemini, Amazon). The named public tickers — GOOGL, META, AMZN, MSFT — are cited as supporting evidence for the structural argument, not as specific buy recommendations. The core thesis ('$200-400B ARR validates AI capex') is a rebuttal to AI bubble critics, not a directional trade call on specific stocks.",YES,NO
2026-05-22,Anthropic valuation / efficiency,4,,NO_BASKET,LONG,NO_BASKET,NONE,NONE,"Baker is making a structural observation about AI monetization being validated by Anthropic's profitability. Anthropic is a private company with no public ticker. While he frames this as important for the 'whole AI narrative,' he does not name any specific public companies or tickers that should be bought or sold as a result. The expanded summary itself notes 'there is no direct public equity play on the company itself' and the implication is broad sector-level confidence rather than a specific trade. This is market-level commentary ('AI ROI is now proven') rather than a trade recommendation.",YES,NO
2026-05-22,China AI distillation / export controls,7,"ASML, LRCX, AMAT, KLAC",OBVIOUS_UNIVERSE,LONG,NVDA,BAKER_NAMED,LONG,"Baker names Nvidia explicitly and argues that a policy shift toward allowing sales of depreciated GPUs to China would open an incremental revenue channel for NVDA while preserving US AI ecosystem dominance. While the primary framing is a geopolitical/policy argument (contrarian to export control hawks), there is a clear directional investment implication: if this policy materializes, NVDA benefits from additional China revenue. The summary describes the implication as 'modestly positive for Nvidia,' which is a weaker conviction trade signal than the pipeline's high_conviction tag might suggest, but Baker does name NVDA directly and the directional implication is unambiguous. This is a policy-contingent long thesis on NVDA rather than a pure structural observation.",YES,YES
2026-05-22,DRAM / HBM memory bottleneck,12,MU,OBVIOUS_UNIVERSE,LONG,NO_BASKET,NONE,NONE,"The thesis is about SpaceX's Elon Web Services (EWS) data center business, which is a private company. The expanded summary explicitly states 'the thesis does not cleanly translate to any publicly listed equity' and Baker frames it as a structural re-rating of EWS's addressable market, not a near-term trade on any listed stock. NVDA is only a loose downstream beneficiary and Baker is not making a specific bullish argument about Nvidia here — he is making an argument about SpaceX's construction velocity and growth trajectory. Commentary on private companies with no public ticker does not qualify as a trade recommendation.",YES,NO
2026-05-22,Disaggregation prefill/decode,2,NVDA,OBVIOUS_UNIVERSE,LONG,"CRWV, NVDA",BAKER_NAMED,LONG,"Baker makes a high-conviction argument that disaggregated inference extends GPU useful lives to 10-15 years, directly validating neo-cloud amortization schedules and financing structures. He explicitly names CoreWeave as the primary beneficiary and credits Nvidia's Q1 results as the catalyst that 'single-handedly saved the neo-clouds.' The investment implication is clear and directional: neo-cloud operators with long-duration GPU financing are vindicated, equity and debt valuations should re-rate higher. Both CRWV and NVDA are explicitly named as beneficiaries. This is a concrete trade thesis, not mere structural commentary, given the high conviction and named companies.",YES,NO
2026-05-22,Neoclouds as durable model,3,"CRWV, NBIS",BAKER_NAMED,LONG,"CRWV, NVDA",BAKER_NAMED,LONG,"Baker makes a high-conviction argument that the GPU useful life debate has been resolved bullishly (10-15 years via disaggregated inference), directly validating neo-cloud amortization schedules and financing structures. He explicitly names CoreWeave (CRWV) as the primary beneficiary whose equity and debt valuations should re-rate higher. He also explicitly names Nvidia (NVDA), crediting its Q1 results as the catalyst that 'single-handedly saved the neo-clouds' by proving sustained demand and the disaggregated inference model's economics. CRWV is the core trade (neo-cloud operator vindicated by longer GPU asset lives), while NVDA is both a beneficiary of sustained GPU demand and the proof point. Both were directly named by Baker. He mentions 'similar neo-cloud operators' but doesn't name others specifically enough to add tickers like NBIS without Baker's explicit mention.",YES,YES
2026-05-22,Nvidia GPU moat / CUDA ecosystem,7,NVDA,BAKER_NAMED,LONG,NO_BASKET,NONE,NONE,"Baker's argument here is a geopolitical/policy observation about US-China export controls. He is arguing that selling depreciated GPUs to China is strategically superior to blanket restrictions because it maintains China's dependency on the Nvidia/CUDA ecosystem. While NVDA is named and the expanded summary notes a 'modestly positive' investment implication, the core thesis is about national security policy, not a buy/sell recommendation. The benefit to NVDA is contingent on a hypothetical policy shift and described as merely incremental. Baker is not arguing investors should buy NVDA based on this; he is making a contrarian policy argument about how export controls may backfire. This is a structural observation about ecosystem dynamics, not a trade recommendation.",YES,NO
2026-05-22,Optical networking / interconnect,11,"CIEN, COHR, LITE",BAKER_NAMED,LONG,NO_BASKET,NONE,NONE,"This is a macro/geopolitical observation about the Strait of Hormuz closure being relatively advantageous for the US due to energy self-sufficiency. Baker is making a structural argument about US reindustrialization tailwinds versus energy-import-dependent rivals, not recommending any specific stocks to buy or sell. No tickers are named or implied. The theme tag 'optical networking / interconnect' from the pipeline appears to be a misclassification — the actual content is about energy geopolitics and reindustrialization, with no actionable trade recommendation.",YES,NO
2026-05-22,Orbital / space-based compute,5,"RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,NO_BASKET,NONE,NONE,"The thesis is bullish on orbital/space-based compute as a revenue driver for SpaceX, which is a private company with no public ticker. The expanded summary explicitly states 'no clear publicly-traded direct beneficiary that Baker specifies.' NVDA is mentioned only as the manufacturer of the H100 already in orbit, not as a structural beneficiary of this thesis. This is commentary on a private company's future business line, not an actionable trade recommendation for any public security.",YES,NO
2026-05-22,SpaceX ecosystem / Starship economics,7,"RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,NO_BASKET,NONE,NONE,"Baker's thesis centers on SpaceX's Elon Web Services (EWS) data center business, which is a private company. The expanded summary explicitly states the thesis 'does not cleanly translate to any publicly listed equity' and that Baker frames it as a structural re-rating of EWS's addressable market, not a near-term trade on any listed stock. NVDA is acknowledged as only a loose downstream beneficiary, not the subject of the thesis. Commentary on private companies without a clear public equity expression does not qualify as a trade recommendation.",YES,NO
2026-05-22,xAI competitive position,11,,NO_BASKET,LONG,NO_BASKET,NONE,NONE,"Baker is discussing xAI (Grok), which is a private company with no public ticker. The expanded summary itself acknowledges that 'xAI is not publicly listed, limiting direct equity expression of this thesis.' No public tickers were named or implied. This is commentary on a private company's competitive position in the AI space, not an actionable trade recommendation.",YES,NO
2026-05-28,AI bubble not happening,5,SMH,OBVIOUS_UNIVERSE,LONG,NO_BASKET,NONE,NONE,"Baker's core argument is that 'AI is in a supercycle, not a bubble' — this is explicitly one of the examples listed as a market-level opinion rather than a trade recommendation. The specific companies he names (Google, Microsoft, Amazon, Meta, TSMC) are cited as evidence for his structural argument (hyperscalers funding from FCF, TSMC wafer constraints), not as specific stock picks. The investment implication ('remain long the AI infrastructure stack') is a broad category call, and the rules state that 'AI infrastructure beneficiaries without specifics = NO_BASKET (too broad).' While he frames this as his fund's core thesis, the thesis itself is a macro view on the AI cycle rather than a recommendation to buy specific tickers. He mentions OpenAI and Anthropic (private) as demand evidence and the public companies as examples supporting the 'not a bubble' framework. This is structural commentary, not a directed trade.",YES,NO
2026-05-28,DRAM / HBM memory bottleneck,13,MU,OBVIOUS_UNIVERSE,LONG,"000660.KS, MU",BAKER_NAMED,LONG,"Baker makes a high-conviction, specific trade thesis about SK Hynix (000660.KS) as the dominant HBM supplier with ~70% operating margins and near-monopolistic pricing power, citing concrete evidence (Google/Microsoft $50-100B supply offers being declined). This is clearly a directional trade recommendation, not mere industry commentary. The pipeline tagged both 000660.KS and MU as directly named. Baker's primary thesis centers on SK Hynix specifically, though MU is the only US-listed HBM producer with meaningful scale and may have been mentioned as a proxy. Including both as the pipeline tagged them as directly named, but Baker's core conviction is squarely on SK Hynix's extraordinary competitive position.",YES,NO
2026-05-28,Edge AI as bear case for cloud,6,"AAPL, QCOM",CONSTRUCTED,MIXED,NO_BASKET,NONE,NONE,"Baker describes on-device SLMs as a structural trend and identifies Apple as the primary hardware enabler, but explicitly states he does NOT hold Apple as an investment expression of this thesis and has not found a clean way to play the theme through public equities. No other specific investable names are identified. This is a thematic observation about a coming wave, not an actionable trade recommendation. The fact that he explicitly disclaims holding AAPL for this thesis is strong evidence against treating it as a trade.",YES,NO
2026-05-28,Orbital / space-based compute,6,"RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,NO_BASKET,NONE,NONE,"Baker discusses orbital/space-based compute as a speculative, forward-looking structural theme. The sole company he names as the critical enabler is SpaceX, which is private. He himself explicitly acknowledges limited actionability in public markets, and the summary confirms this is reflected in his actual holdings. No public tickers are named or implied. This is futuristic commentary on where AI infrastructure might go, not a trade recommendation.",YES,NO
2026-05-28,Power / watts as binding constraint,8,"VST, CEG",BAKER_NAMED,LONG,NO_BASKET,NONE,NONE,"The core thesis — 'AI is in a supercycle, not a bubble' — is a market-level opinion, which the rules explicitly exclude as a trade recommendation. Baker names GOOGL, MSFT, AMZN, META as evidence that hyperscalers fund from FCF (i.e., supporting his structural argument), and references TSMC wafer capacity as a supply constraint. These companies are cited as proof points for the macro thesis, not as specific stock picks. The investment implication ('remain long the AI infrastructure stack') is too broad and generic to constitute a specific trade recommendation — it falls squarely under 'AI infrastructure beneficiaries without specifics = NO_BASKET.' The thesis maps almost exactly to the rule's example of a non-trade: 'AI is not a bubble' and 'capex will have positive ROI.'",YES,NO
2026-05-28,SpaceX ecosystem / Starship economics,8,"RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,NO_BASKET,NONE,NONE,"Baker discusses orbital/space compute as a speculative, long-duration structural theme with SpaceX (a private company) as the critical enabler. He explicitly acknowledges limited actionability in public markets, and the hosts note this is not reflected in his 13F holdings. No public tickers are named or implied. This is forward-looking commentary on a technology trend, not a trade recommendation.",YES,NO
2026-05-28,TSMC capacity discipline,4,"NVDA, AVGO, MU",OBVIOUS_UNIVERSE,LONG,"TSM, ASML, NVDA",BAKER_NAMED,LONG,"Baker explicitly names TSM, ASML, and NVDA and describes their structural positions in clearly investable terms. He calls TSMC's supply constraint 'durable and investable,' highlights ASML's monopoly on EUV lithography with a 5-year backlog as entrenching the bottleneck, notes NVDA could sell $2-3T annually if supply existed (uncapped demand), and dismisses Samsung as a credible near-term threat. This goes beyond a structural observation — it is a high-conviction argument that these specific companies occupy durable, advantaged positions in a supply-constrained market. Samsung is mentioned dismissively to support the TSM bull case rather than as a standalone short recommendation, so direction is LONG rather than PAIR_TRADE. All three companies were named by Baker directly.",YES,NO
2026-06-07,AI bubble not happening,6,SMH,OBVIOUS_UNIVERSE,LONG,NO_BASKET,NONE,NONE,"This is a broad macro-valuation observation about the technology sector as a whole, not a trade recommendation on specific stocks. Baker and Gerstner describe tech valuations as 'fully valued to stretched' analogous to 2021, warn of potential 10-20% corrections with 30-40% high-beta drawdowns, and note they are de-risking — but they name no specific companies to buy or sell, no specific tickers, and no category narrow enough to resolve to a small set of public names. This is classic market-level commentary and risk warning without a directional trade on identifiable securities.",YES,NO
2026-06-07,DRAM / HBM memory bottleneck,14,MU,OBVIOUS_UNIVERSE,LONG,NO_BASKET,NONE,NONE,"Zipline is a private company with no public ticker. Baker explicitly frames this as a private investment through Atreides' private holdings. There is no directly tradeable US-listed equity, and the summary itself confirms this. Commentary on private companies without a public ticker does not constitute a trade recommendation. The pipeline's DRAM/HBM theme tag also appears to be a mismatch — this thesis is about autonomous drone delivery, not memory semiconductors.",YES,NO
2026-06-07,Disaggregation prefill/decode,3,NVDA,OBVIOUS_UNIVERSE,LONG,ANET,BAKER_NAMED,LONG,"Baker explicitly names Arista Networks (ANET) as a high-conviction position in the AI networking infrastructure supercycle thesis centered on disaggregated inference workloads. The other company he mentions ('Drivets'/'Drivetrain') appears to be a private company with no public ticker. The thesis is clearly directional: long networking infrastructure beneficiaries of the shift to disaggregated prefill/decode requiring reinvented networking. Baker is described as one of the earliest investors to frame this thesis, and confidence is high conviction. Only ANET is included as it is the only publicly traded name he identifies.",YES,NO
2026-06-07,Private market structural shift,2,,NO_BASKET,LONG,NO_BASKET,NONE,NONE,"This is a structural observation about capital markets evolution — specifically that secondary markets for late-stage private companies have become a permanent, co-equal exit mechanism alongside IPOs and M&A. Baker does not name or imply any specific public tickers as beneficiaries. All companies mentioned (SpaceX, Anthropic, Anduril) are private. The summary itself notes 'No specific public-market investment vehicle is identified as the primary beneficiary.' While one could speculatively construct a basket of exchange operators or fintech platforms, Baker does not point to any, making this market commentary rather than a trade recommendation.",YES,NO
2026-06-07,SPAC structural analysis,2,,NO_BASKET,MIXED,NO_BASKET,NONE,NONE,"Baker is making a structural observation about the venture capital industry's bifurcation between firms with and without exposure to mega-private companies (SpaceX, Anthropic, OpenAI). All three companies named are private with no public tickers. The thesis is directed at LPs evaluating their VC managers, not at public equity investors. There is no actionable public market trade implied — no public companies are named as beneficiaries or losers, and the 'call option behavior' he describes involves private company investments. This is industry commentary, not a trade recommendation.",YES,NO
2026-06-07,SpaceX ecosystem / Starship economics,9,"RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,NO_BASKET,NONE,NONE,"Baker is making a structural observation about the venture capital industry's bifurcation between firms with and without exposure to mega-private companies. All three companies named — SpaceX, Anthropic, and OpenAI — are private with no public tickers. The thesis is about LP allocation decisions and VC franchise risk, not a recommendation to buy or sell any public security. There is no actionable public market trade implied by this commentary.",YES,NO
2026-06-11,AI capex ROI positive,8,"AMZN, MSFT, GOOGL, META",OBVIOUS_UNIVERSE,LONG,NO_BASKET,NONE,NONE,"Baker endorses a structural view that AI compute monetization rates per GW are rising and argues for owning 'asset-heavy businesses — hyperscalers, power infrastructure, and data center operators.' However, he does not name specific tickers. The category he describes is extremely broad, spanning hyperscalers (MSFT, GOOGL, AMZN, META, ORCL), power infrastructure (VST, CEG, EATON, GEV, etc.), data center operators (EQIX, DLR, etc.), and networking companies. Per the rules, 'AI infrastructure beneficiaries without specifics = NO_BASKET (too broad).' This is a market-level opinion about capex ROI being positive and a broad sector call, not a specific trade recommendation with identifiable tickers. The pipeline's implied tickers (NVDA, plus several private companies) don't align well with the actual thesis, which is about physical infrastructure benefiting from rising revenue-per-watt rather than GPU makers specifically.",YES,NO
2026-06-11,Bottleneck trade ending,1,,NO_BASKET,SHORT,"NVDA, AVGO",BAKER_NAMED,SHORT,"Baker makes a clear directional trade recommendation: the 'finding the next bottleneck' semiconductor trade is over, these stocks are technically extended and vulnerable to correction, and he has already reduced his own semiconductor exposure from 'large' to 'medium-small.' This is high conviction with demonstrated personal action. However, the specific 'bottleneck stocks' that went 'straight up a cliff' are never named. The only tickers explicitly mentioned are NVDA and AVGO, cited as evidence that even the most prominent AI semiconductor names have been laggards. While the core thesis is about the broader unnamed bottleneck stocks (possibly MRVL, ANET, VRT, COHR, etc.), Baker doesn't specify them. NVDA and AVGO are the only named tickers and would be included in his general semiconductor exposure reduction. The basket is limited to these two named tickers, though the broader bottleneck universe remains unresolved. Direction is SHORT as Baker is recommending reducing/avoiding semiconductor positions.",YES,YES
